source1_entity_id	candidate_entity_ids
S1-78396716	S2-106817274,S2-132197171,S2-174548948,S2-182921717,S2-193196105,S2-200135066,S2-508602797,S2-542594536,S2-557486535,S2-711722492,S2-861346694,S2-873527419,S2-879714979,S2-911484893,S2-383412867,S2-853163442,S2-166325550,S2-903838252,S2-719682883,S2-135712954,S2-122040589,S2-126049626,S2-131512780,S2-140343469,S2-146417701,S2-157979488,S2-159994333,S2-162277750,S2-164646602,S2-185735427,S2-200200363,S2-230569230,S2-237243311,S2-242516637,S2-246534162,S2-257223759,S2-283097035,S2-314925002,S2-315005820,S2-316128587
S1-388951829	S2-584654715,S2-648133980,S2-660017999,S2-7100521,S2-897020403,S2-920990494,S2-977206590,S2-317263591,S2-817837776,S2-258598620,S2-625610973,S2-100601479,S2-101720861,S2-103505940,S2-108775342,S2-10985621,S2-116787993,S2-118586444,S2-129474646,S2-141736389,S2-143708384,S2-143977672,S2-151088585,S2-154690269,S2-155894024,S2-16434028,S2-173139856,S2-185194896,S2-186217269,S2-197168958,S2-203296597,S2-209851588,S2-212327625,S2-214727503,S2-21882802,S2-220549298,S2-236577190,S2-239061874,S2-24217243,S2-243281318
S1-742621289	S2-208265904,S2-387500444,S2-402952231,S2-527812446,S2-594064154,S2-603240769,S2-609529419,S2-629824692,S2-682357879,S2-802407650,S2-843741773,S2-85159896,S2-856146743,S2-945117162,S2-320905301,S2-389407663,S2-439458470,S2-719528805,S2-213177013,S2-322831392,S2-393832348,S2-545961686,S2-665463193,S2-857334891,S2-102172461,S2-103842655,S2-106781499,S2-114824814,S2-117568512,S2-132393206,S2-140273165,S2-145799624,S2-148115803,S2-149341814,S2-153269872,S2-159052178,S2-164039123,S2-166207062,S2-179864355,S2-180244772
S1-706591875	S2-209851588,S2-316741890,S2-823626647,S2-825794480,S2-864587914,S2-108775342,S2-212327625,S2-236577190,S2-251773447,S2-286330453,S2-380434542,S2-549272931,S2-580118685,S2-601325062,S2-730023617,S2-811504103,S2-867607931,S2-173139856,S2-407933109,S2-100601479,S2-101720861,S2-10985621,S2-116787993,S2-118586444,S2-129474646,S2-141736389,S2-143977672,S2-151088585,S2-154690269,S2-155894024,S2-16434028,S2-197168958,S2-201618952,S2-203296597,S2-220549298,S2-24217243,S2-243281318,S2-244471300,S2-251489220,S2-252884096
S1-624396370	S2-682138090,S2-337060225,S2-106921487,S2-108090038,S2-108212287,S2-114428657,S2-119620011,S2-120215656,S2-13056162,S2-131125837,S2-132098743,S2-136630789,S2-137904907,S2-17360295,S2-179053212,S2-192935505,S2-195362283,S2-222540081,S2-224962421,S2-239798125,S2-242585261,S2-245989691,S2-260445047,S2-274680358,S2-280254445,S2-280306111,S2-294531411,S2-306634202,S2-322272213,S2-360326943,S2-360340589,S2-382359204,S2-386386357,S2-386608208,S2-410713510,S2-424538405,S2-425946225,S2-431547534,S2-433883035,S2-437366967
S1-354301488	S2-122341199,S2-133231514,S2-160031,S2-168711590,S2-177244649,S2-184456010,S2-186550137,S2-186614354,S2-197061425,S2-218581761,S2-233123309,S2-249491949,S2-263669606,S2-369052019,S2-373919965,S2-378920632,S2-441856836,S2-455323239,S2-477363989,S2-485501901,S2-499520071,S2-507486280,S2-509832800,S2-510367781,S2-574940993,S2-605969506,S2-623196005,S2-64584428,S2-663440551,S2-664391582,S2-69471241,S2-711288488,S2-726088604,S2-72885591,S2-734955658,S2-781317759,S2-812576107,S2-813168830,S2-828032594,S2-844710606
S1-314045617	S2-101109194,S2-123315323,S2-145055400,S2-147515638,S2-150993641,S2-190155015,S2-239600027,S2-249549757,S2-253545928,S2-276751254,S2-303257220,S2-332429764,S2-343070727,S2-389698795,S2-417090507,S2-486931364,S2-577731258,S2-587601505,S2-624655882,S2-638920207,S2-639396281,S2-646227824,S2-705556629,S2-727190886,S2-745518781,S2-815452192,S2-848582954,S2-856048107,S2-876672998,S2-888885140,S2-916955683,S2-94728021,S2-985909134,S2-112436185,S2-268564819,S2-318431074,S2-353872072,S2-495126393,S2-608667883,S2-278254185
S1-737651716	S2-105882189,S2-161097924,S2-169184293,S2-17156154,S2-171638271,S2-1725245,S2-20521724,S2-211034784,S2-233227302,S2-235967760,S2-241464589,S2-252502839,S2-279588058,S2-281787771,S2-331692143,S2-336305433,S2-422925269,S2-428552405,S2-459714239,S2-472992772,S2-499048769,S2-505588246,S2-513988934,S2-539501475,S2-556530424,S2-583339661,S2-595910556,S2-608803588,S2-660638390,S2-663098623,S2-702578286,S2-709202414,S2-72980456,S2-748347027,S2-763796496,S2-770784340,S2-771555843,S2-778645897,S2-792613078,S2-846347139
S1-281523825	S2-114805384,S2-118002348,S2-118199917,S2-126113089,S2-130743991,S2-131201732,S2-132737058,S2-13381057,S2-137332973,S2-143157323,S2-145507253,S2-147123883,S2-148143091,S2-148435905,S2-149370940,S2-154591991,S2-158399201,S2-168560796,S2-1689156,S2-172032247,S2-176849787,S2-18192700,S2-182112007,S2-186457956,S2-189991527,S2-191007167,S2-191040529,S2-19396123,S2-194013652,S2-200433240,S2-210017307,S2-213486204,S2-215606032,S2-217161866,S2-224608066,S2-229325387,S2-229807095,S2-233207324,S2-235119461,S2-236440691
S1-810060607	S2-229962546,S2-400003645,S2-512937172,S2-745674672,S2-989089567,S2-131659033,S2-163896098,S2-170681210,S2-25086538,S2-25660490,S2-314048956,S2-534323737,S2-605040912,S2-802686176,S2-827650596,S2-849686830,S2-973557907,S2-100648957,S2-103636129,S2-107035834,S2-107838326,S2-109161598,S2-112510866,S2-113775999,S2-114121811,S2-11443748,S2-114597445,S2-114853591,S2-117962152,S2-118094151,S2-118329705,S2-118393214,S2-119421000,S2-120058030,S2-121365773,S2-125926135,S2-126873216,S2-126904244,S2-128076983,S2-128333305
S1-460033462	S2-114428657,S2-115951285,S2-120382648,S2-131201732,S2-13822010,S2-142432539,S2-149201065,S2-150021013,S2-164761174,S2-171738557,S2-172136617,S2-225403671,S2-25834199,S2-261228228,S2-267133597,S2-290891441,S2-298585186,S2-312442501,S2-314412774,S2-316883483,S2-323793840,S2-34443113,S2-356115942,S2-372857983,S2-374751958,S2-376791375,S2-397729330,S2-413720367,S2-426144370,S2-439486038,S2-440580612,S2-447035910,S2-463824815,S2-469914613,S2-490147771,S2-502250693,S2-518665760,S2-528946788,S2-533648755,S2-537105477
S1-100516852	S2-102403491,S2-110037199,S2-110047726,S2-113469017,S2-121196170,S2-141648642,S2-168075289,S2-175586454,S2-176968531,S2-192749727,S2-196489082,S2-208221365,S2-245010541,S2-248864495,S2-252010908,S2-271587209,S2-277545886,S2-278537000,S2-29405427,S2-308810034,S2-325087794,S2-326769513,S2-331989793,S2-340981973,S2-366419558,S2-371824081,S2-372883889,S2-377924398,S2-396679094,S2-434327146,S2-441266457,S2-443202761,S2-470613797,S2-473425954,S2-487020074,S2-525829623,S2-534415637,S2-546281071,S2-613069085,S2-645627128
S1-343559200	S2-15025788,S2-169915382,S2-487835469,S2-565106345,S2-619007541,S2-641100149,S2-643380592,S2-220541338,S2-492879191,S2-217073580,S2-37292810,S2-395639460,S2-430193699,S2-463508080,S2-600711151,S2-643532106,S2-748465507,S2-968244171,S2-100707778,S2-107035834,S2-111554720,S2-114121811,S2-11784308,S2-120730634,S2-125926135,S2-126119010,S2-128840868,S2-129818134,S2-13113066,S2-132036832,S2-132873893,S2-1329476,S2-134041365,S2-134708169,S2-141123004,S2-144770056,S2-146182742,S2-147426826,S2-152178692,S2-15235408
S1-227361974	S2-902960006,S2-101730549,S2-261855486,S2-27928482,S2-294788012,S2-299528071,S2-401967653,S2-600455061,S2-662658657,S2-698353745,S2-701130687,S2-704435371,S2-74760296,S2-756383510,S2-780607486,S2-861256402,S2-87125402,S2-876340363,S2-9662497,S2-111671984,S2-35850901,S2-504870692,S2-590158229,S2-100706365,S2-104665967,S2-113656688,S2-126429420,S2-151514283,S2-16075678,S2-180408468,S2-186260747,S2-189093402,S2-190037032,S2-209660350,S2-220549298,S2-223377216,S2-226698507,S2-235886198,S2-240841658,S2-249418882
S1-177887676	S2-633709327,S2-487638861,S2-861654677,S2-707609863,S2-766955804,S2-821264817,S2-835381673,S2-102395073,S2-121347941,S2-124258632,S2-211364378,S2-227109393,S2-271613287,S2-290923374,S2-486036870,S2-561773254,S2-566356754,S2-567659011,S2-607073224,S2-611908172,S2-635467901,S2-657041011,S2-750282511,S2-816686119,S2-887525636,S2-957996817,S2-958600315,S2-968513741,S2-100090803,S2-101730549,S2-105423216,S2-106916619,S2-110851865,S2-115519395,S2-120549229,S2-121412012,S2-12718845,S2-132076324,S2-134341052,S2-134507143
S1-561463598	S2-501751299,S2-113931183,S2-142029376,S2-146201376,S2-259929846,S2-307801549,S2-341503394,S2-371549760,S2-522080044,S2-554556717,S2-611812928,S2-654410059,S2-691830539,S2-718405030,S2-776927685,S2-836157318,S2-920311699,S2-932551589,S2-986923763,S2-187631804,S2-220022698,S2-346945355,S2-352724067,S2-402644725,S2-453211871,S2-537374181,S2-783030316,S2-819771875,S2-847154189,S2-899847734,S2-913485248,S2-956103084,S2-989135632,S2-117896322,S2-179918212,S2-191247506,S2-240857173,S2-242302791,S2-277851965,S2-290665249
S1-477458226	S2-897396144,S2-170821232,S2-411476341,S2-501999188,S2-531484460,S2-57490681,S2-724799324,S2-834083256,S2-104469883,S2-112370727,S2-112759487,S2-11459613,S2-114620998,S2-115688602,S2-116972417,S2-127945371,S2-128812248,S2-131125837,S2-132555754,S2-141464080,S2-146582760,S2-155448849,S2-161066650,S2-174969112,S2-174993976,S2-181403261,S2-186835708,S2-195219793,S2-19627598,S2-224032436,S2-23403366,S2-234952614,S2-243627444,S2-243813488,S2-247409704,S2-253849262,S2-263722384,S2-264486858,S2-270696574,S2-274778949
S1-890499789	S2-130844493,S2-18877748,S2-198586631,S2-519091084,S2-629224580,S2-906058782,S2-932071380,S2-955679080,S2-101177744,S2-104855614,S2-11971993,S2-124642170,S2-125134325,S2-127284579,S2-137512341,S2-142547712,S2-143810251,S2-155390655,S2-163510036,S2-163886609,S2-1669033,S2-167335410,S2-171427936,S2-177571705,S2-180641337,S2-181331412,S2-182687969,S2-207851413,S2-208158932,S2-209062057,S2-214416967,S2-223167564,S2-227109393,S2-228115939,S2-248152588,S2-254494100,S2-25863878,S2-261039683,S2-262102453,S2-272631551
S1-954480619	S2-693367857,S2-850418435,S2-121700929,S2-221508258,S2-400771304,S2-430490738,S2-463813708,S2-679757669,S2-680312642,S2-860090398,S2-912306438,S2-101730549,S2-102072426,S2-109507798,S2-12066237,S2-12691971,S2-127216883,S2-132259578,S2-145773778,S2-151414268,S2-156240517,S2-162888799,S2-168008728,S2-175595331,S2-180521991,S2-187725004,S2-191962603,S2-194536194,S2-198060829,S2-198498998,S2-199669656,S2-201331212,S2-205496240,S2-206186524,S2-210919647,S2-213530655,S2-21596325,S2-217827193,S2-230090245,S2-239404227
S1-432139268	S2-142313702,S2-239236149,S2-260303361,S2-300116362,S2-395049047,S2-413131791,S2-421073163,S2-423765312,S2-706017935,S2-719544005,S2-902631178,S2-904673479,S2-922704468,S2-942511997,S2-956255991,S2-162582868,S2-261618486,S2-267653922,S2-430367614,S2-518909044,S2-769917537,S2-775563537,S2-121365773,S2-213050259,S2-362590281,S2-464924528,S2-472862272,S2-673289875,S2-697898418,S2-907504746,S2-990827138,S2-998550548,S2-221189218,S2-268737118,S2-438299704,S2-647417642,S2-680477816,S2-807638781,S2-83820304,S2-91466010
S1-938749335	S2-632895146,S2-718979866,S2-94214011,S2-271080754,S2-278537000,S2-28767414,S2-407788306,S2-107111824,S2-113907407,S2-123633221,S2-133292215,S2-142521568,S2-15501444,S2-186016865,S2-2208097,S2-220907837,S2-226819198,S2-228779604,S2-229315248,S2-237660677,S2-247552236,S2-254788701,S2-263273654,S2-266340710,S2-271739874,S2-318303423,S2-341695688,S2-35191964,S2-362065845,S2-364936416,S2-418380949,S2-426113074,S2-43773032,S2-438753836,S2-461563520,S2-471135532,S2-48721163,S2-499948886,S2-551616319,S2-567630676
S1-547547561	S2-336625721,S2-835332148,S2-100798928,S2-101819164,S2-101999827,S2-102950909,S2-112975142,S2-114572881,S2-118596670,S2-119063659,S2-122833780,S2-122944993,S2-125757234,S2-133523016,S2-136991143,S2-143249470,S2-145958782,S2-15313534,S2-156357253,S2-159465386,S2-164073191,S2-16423658,S2-167426364,S2-17041729,S2-174528596,S2-175559786,S2-177672595,S2-18496240,S2-187499079,S2-187631804,S2-189611822,S2-192935505,S2-194064310,S2-195343183,S2-196345434,S2-199115367,S2-200011965,S2-200688590,S2-205707353,S2-206399773
S1-913921484	S2-279234468,S2-17518111,S2-182288977,S2-193442566,S2-253289033,S2-322831392,S2-471713609,S2-505615047,S2-629880378,S2-641683755,S2-662229343,S2-698323752,S2-748703576,S2-756732012,S2-760910468,S2-874262655,S2-89632350,S2-928837660,S2-98078456,S2-991589426,S2-114238114,S2-183683146,S2-317645819,S2-342332137,S2-353035944,S2-66780391,S2-782226973,S2-917066665,S2-199425487,S2-109147488,S2-11653846,S2-124729057,S2-12827529,S2-135210500,S2-139323154,S2-142519050,S2-146697745,S2-157305539,S2-169175840,S2-171172645
S1-98304881	S2-341576957,S2-430613674,S2-483780949,S2-59552265,S2-717400290,S2-86007144,S2-976741970,S2-155371162,S2-170400388,S2-280640258,S2-33267509,S2-347294253,S2-378394812,S2-391718145,S2-571691434,S2-598658234,S2-599426743,S2-657051107,S2-661455380,S2-722247491,S2-787643546,S2-79226941,S2-804393737,S2-823723251,S2-929202907,S2-977030657,S2-271166031,S2-122123791,S2-153608433,S2-164631002,S2-369945787,S2-390743347,S2-412418123,S2-539754273,S2-574889905,S2-60745224,S2-670269332,S2-751334279,S2-761595842,S2-802604278
S1-589521969	S2-375222707,S2-491950020,S2-741516056,S2-108948394,S2-111671984,S2-143475984,S2-147686508,S2-152677061,S2-159249334,S2-183522702,S2-187477255,S2-220025666,S2-237430320,S2-269682508,S2-272930939,S2-35064309,S2-358680067,S2-360458970,S2-361931103,S2-375399497,S2-380134393,S2-4052344,S2-408995459,S2-479826348,S2-503430074,S2-548633980,S2-553209769,S2-567026846,S2-5885848,S2-626798330,S2-637543154,S2-680013147,S2-690909438,S2-692060905,S2-748745829,S2-752508714,S2-77289909,S2-79724729,S2-822387133,S2-84734904
S1-885729259	S2-143614907,S2-146753278,S2-148416682,S2-183904237,S2-189938974,S2-206975659,S2-20761583,S2-220948169,S2-224869315,S2-225286855,S2-227675251,S2-244206320,S2-267461536,S2-281015382,S2-334492498,S2-34846029,S2-377295766,S2-392482719,S2-401331690,S2-401815348,S2-433285729,S2-433443859,S2-439311700,S2-450094765,S2-452747804,S2-465815470,S2-517757570,S2-528595167,S2-533183444,S2-535038971,S2-576519006,S2-583111097,S2-609341136,S2-623549960,S2-694627142,S2-729757929,S2-735378655,S2-738509117,S2-75968193,S2-783499275
S1-284209086	S2-106248676,S2-118550245,S2-126644390,S2-134638434,S2-139016318,S2-13918394,S2-145275705,S2-149854075,S2-174298792,S2-18742582,S2-19498210,S2-239385396,S2-29736253,S2-305691850,S2-328155781,S2-353951791,S2-366696624,S2-407386487,S2-41143092,S2-425375047,S2-440428686,S2-465860056,S2-467200360,S2-477633490,S2-515560853,S2-542840931,S2-582549617,S2-583521127,S2-590824274,S2-590980043,S2-59655111,S2-60220214,S2-632993043,S2-644691786,S2-652054719,S2-661673218,S2-679277595,S2-688027066,S2-706362698,S2-733088766
S1-743171772	S2-114931558,S2-217089061,S2-274907684,S2-299335327,S2-522156889,S2-54117280,S2-578858674,S2-58469860,S2-652625876,S2-717648604,S2-804045537,S2-959165879,S2-104634405,S2-111603262,S2-132736362,S2-134759309,S2-138195963,S2-143780485,S2-209926156,S2-211121602,S2-225153982,S2-258913818,S2-26837081,S2-271285474,S2-328254146,S2-330294406,S2-34506140,S2-372345516,S2-392102149,S2-403116197,S2-40341538,S2-419860113,S2-429361255,S2-438058121,S2-467910048,S2-518636747,S2-548928282,S2-550763752,S2-551109365,S2-551537406
S1-940946868	S2-621662910,S2-848191174,S2-342193683,S2-567685419,S2-613659871,S2-698536279,S2-734641211,S2-867352859,S2-939908187,S2-191304961,S2-471098424,S2-528114039,S2-665500858,S2-108630610,S2-109496510,S2-113111022,S2-144652741,S2-165043162,S2-303965654,S2-332058486,S2-355596040,S2-365538352,S2-389207858,S2-395860766,S2-407948015,S2-408293188,S2-416914109,S2-421236952,S2-440285829,S2-452081661,S2-48120065,S2-518636747,S2-540177113,S2-541739103,S2-573238844,S2-587764583,S2-610359302,S2-702435185,S2-705276084,S2-730343704
S1-554328643	S2-280167656,S2-388074361,S2-491437576,S2-535988246,S2-580021699,S2-584619194,S2-837157393,S2-867413750,S2-514308119,S2-14631983,S2-154063343,S2-162817711,S2-184258903,S2-185270699,S2-254902464,S2-287048240,S2-303569597,S2-322349265,S2-348926808,S2-395212259,S2-395272315,S2-424119549,S2-454592498,S2-462362616,S2-472487634,S2-47351895,S2-47749434,S2-484900457,S2-49234201,S2-563644814,S2-572650198,S2-747243692,S2-755645266,S2-760795499,S2-795140573,S2-833077737,S2-836846019,S2-837021812,S2-864403010,S2-868365106
S1-495990882	S2-105845989,S2-180441936,S2-220686156,S2-294062437,S2-564433190,S2-596878321,S2-892521270,S2-116189378,S2-130887373,S2-134392248,S2-136260880,S2-145204119,S2-182529122,S2-195109492,S2-218203548,S2-242367010,S2-264819702,S2-296969450,S2-307857044,S2-311898669,S2-338141614,S2-340239310,S2-353473370,S2-362262700,S2-367076099,S2-372772519,S2-39821301,S2-398456093,S2-412033502,S2-422600541,S2-459656288,S2-459767841,S2-483326033,S2-502295672,S2-503378605,S2-505029475,S2-50544513,S2-561720285,S2-567327667,S2-571151973
S1-196716011	S2-142609972,S2-177360599,S2-194950110,S2-211475433,S2-265452952,S2-301339378,S2-35427816,S2-355811048,S2-379553126,S2-536617751,S2-569930411,S2-60781442,S2-625717852,S2-740325013,S2-754058952,S2-784830849,S2-812532662,S2-883276410,S2-968177648,S2-999793401,S2-135560048,S2-249175224,S2-543940578,S2-580390359,S2-27306997,S2-280342394,S2-419358971,S2-886359416,S2-103300986,S2-245909245,S2-290515461,S2-292981942,S2-296763170,S2-410752754,S2-444445874,S2-506521283,S2-518721601,S2-550348786,S2-56228238,S2-584792162
S1-736162578	S2-913897436,S2-925511054,S2-716235978,S2-362065845,S2-43773032,S2-943271753,S2-107111824,S2-113907407,S2-123633221,S2-133292215,S2-142521568,S2-15501444,S2-186016865,S2-2208097,S2-220907837,S2-226819198,S2-228779604,S2-229315248,S2-237660677,S2-247552236,S2-254788701,S2-263273654,S2-266340710,S2-271080754,S2-271739874,S2-278537000,S2-28767414,S2-318303423,S2-341695688,S2-35191964,S2-364936416,S2-407788306,S2-418380949,S2-426113074,S2-438753836,S2-461563520,S2-471135532,S2-48721163,S2-499948886,S2-551616319
S1-637627315	S2-45803531,S2-738028717,S2-140355053,S2-2224824,S2-377011033,S2-486843244,S2-101999827,S2-113463368,S2-122944993,S2-132617858,S2-136103129,S2-136437217,S2-136904219,S2-162464267,S2-162669505,S2-178406946,S2-181915906,S2-187514897,S2-189607674,S2-192558011,S2-195940449,S2-199237801,S2-212955583,S2-229927247,S2-231316567,S2-23181035,S2-235155410,S2-237024609,S2-255877102,S2-281905923,S2-29880524,S2-299436431,S2-305508408,S2-313909510,S2-314412774,S2-335124172,S2-337473468,S2-337546861,S2-343310050,S2-344134243
S1-762169586	S2-139603809,S2-150814682,S2-182789318,S2-213208828,S2-225037888,S2-258676677,S2-266101971,S2-272004093,S2-308329661,S2-321991349,S2-508632479,S2-535109554,S2-539393537,S2-558486436,S2-56105139,S2-589161213,S2-594064798,S2-621497277,S2-622773844,S2-640723488,S2-641344610,S2-684555226,S2-69614578,S2-715375320,S2-735560077,S2-73664446,S2-766200550,S2-791429680,S2-803596169,S2-812320141,S2-818696988,S2-839252781,S2-844735754,S2-871163588,S2-940086754,S2-941763879,S2-945865905,S2-973809049,S2-982091290,S2-994827565
S1-346929118	S2-344866039,S2-547097573,S2-641596648,S2-102509620,S2-108868655,S2-112370727,S2-114823038,S2-123614400,S2-123641424,S2-123964652,S2-134710405,S2-134796146,S2-138039475,S2-143157323,S2-144841979,S2-148006268,S2-150284085,S2-153235761,S2-15760024,S2-157735411,S2-161174102,S2-167496095,S2-178231625,S2-178937252,S2-184299435,S2-186039838,S2-190167199,S2-195509551,S2-198717453,S2-202562988,S2-205415275,S2-212009392,S2-215063815,S2-218140871,S2-219242350,S2-221821958,S2-222687623,S2-222822607,S2-224083706,S2-231316567
S1-913450089	S2-109321026,S2-152947987,S2-16277535,S2-177348709,S2-234982389,S2-252729569,S2-26780242,S2-286533228,S2-304608282,S2-406817429,S2-442287139,S2-477020225,S2-666813005,S2-684749498,S2-776531851,S2-799474562,S2-804865446,S2-851098073,S2-963284424,S2-259858270,S2-688743579,S2-531426283,S2-775031735,S2-826444421,S2-884534513,S2-173181959,S2-196866972,S2-232194015,S2-310363235,S2-438856586,S2-996880116,S2-108675865,S2-127777840,S2-128112112,S2-17446939,S2-174541886,S2-177779132,S2-217022936,S2-228567244,S2-253331117
S1-325873958	S2-206692526,S2-690934565,S2-236826922,S2-239142590,S2-242087832,S2-245882826,S2-256701972,S2-438085957,S2-506680793,S2-630107018,S2-632415865,S2-707163958,S2-712756118,S2-724396789,S2-736281197,S2-869717044,S2-992829478,S2-104440195,S2-111056035,S2-134558801,S2-186256882,S2-190682877,S2-192435550,S2-194856123,S2-203358920,S2-205748643,S2-215324023,S2-23304,S2-236735351,S2-250915022,S2-258995064,S2-279106615,S2-291157878,S2-292604254,S2-30838507,S2-314512553,S2-324171161,S2-3256414,S2-335414266,S2-35086639
S1-766372261	S2-353118958,S2-485585276,S2-114664509,S2-134110056,S2-134760285,S2-13895880,S2-160740180,S2-196744322,S2-278647234,S2-290549553,S2-30228438,S2-345383720,S2-419644754,S2-424148602,S2-448838200,S2-452616393,S2-471056437,S2-481248258,S2-534293419,S2-547597901,S2-589718353,S2-595790130,S2-600989209,S2-601648653,S2-620387017,S2-643532106,S2-667973495,S2-727893934,S2-741581730,S2-752442018,S2-768500127,S2-800244781,S2-844576796,S2-849819552,S2-901115410,S2-9218123,S2-931567948,S2-944174686,S2-954796561,S2-973278721
S1-359751656	S2-158989871,S2-719236233,S2-748176651,S2-874582752,S2-187498810,S2-364676421,S2-38839346,S2-659685525,S2-681912272,S2-742271220,S2-757040349,S2-94069242,S2-94837044,S2-120730634,S2-128840868,S2-144770056,S2-17300802,S2-173953360,S2-202556875,S2-210062866,S2-246621020,S2-247759089,S2-253170678,S2-284446102,S2-291410564,S2-31545870,S2-344821654,S2-352377875,S2-378730157,S2-417455367,S2-436257218,S2-443114018,S2-450271281,S2-452715719,S2-463159414,S2-489461707,S2-53369492,S2-5371139,S2-546127792,S2-547557150
S1-683697428	S2-27386354,S2-43399661,S2-617200441,S2-936121618,S2-114409155,S2-143010552,S2-194171151,S2-228079379,S2-276136550,S2-393601356,S2-460684696,S2-560605880,S2-610203435,S2-612684324,S2-833472436,S2-101254538,S2-101313426,S2-102838962,S2-104464839,S2-10465607,S2-105423216,S2-105594990,S2-105768147,S2-10578216,S2-106908241,S2-107106168,S2-108231938,S2-110360169,S2-110550221,S2-111461865,S2-112834662,S2-113704778,S2-113907407,S2-114111700,S2-116629257,S2-11773207,S2-118215506,S2-119584880,S2-11983041,S2-120614992
S1-697463198	S2-408430847,S2-71105955,S2-128812248,S2-142513026,S2-169134681,S2-226993824,S2-28466100,S2-303245217,S2-306658048,S2-374470578,S2-411675185,S2-418175589,S2-424867849,S2-437641120,S2-468247608,S2-476527679,S2-487517967,S2-492343047,S2-512553178,S2-541408179,S2-580017481,S2-591649583,S2-610175371,S2-616750290,S2-641856671,S2-707082817,S2-716855502,S2-792029374,S2-799289955,S2-826459322,S2-847335213,S2-886935641,S2-100006923,S2-100331681,S2-106976296,S2-107330887,S2-110852440,S2-111361216,S2-112066657,S2-118199917
S1-127186532	S2-38839346,S2-742271220,S2-748176651,S2-158989871,S2-187498810,S2-364676421,S2-450271281,S2-567254704,S2-589794392,S2-620073773,S2-659685525,S2-681912272,S2-70597689,S2-719236233,S2-757040349,S2-874582752,S2-878761231,S2-94069242,S2-94837044,S2-120730634,S2-128840868,S2-144770056,S2-17300802,S2-173953360,S2-202556875,S2-210062866,S2-246621020,S2-247759089,S2-253170678,S2-284446102,S2-291410564,S2-31545870,S2-344821654,S2-352377875,S2-378730157,S2-417455367,S2-436257218,S2-443114018,S2-452715719,S2-463159414
S1-409256428	S2-843034402,S2-109623307,S2-137335733,S2-175559786,S2-236037396,S2-27535785,S2-279812084,S2-380497229,S2-516834602,S2-518007334,S2-540618798,S2-549241513,S2-550041933,S2-594434378,S2-637391878,S2-660785006,S2-682826207,S2-691131518,S2-728915674,S2-765331020,S2-818808943,S2-828907362,S2-83244215,S2-84477819,S2-897475107,S2-942616391,S2-983064567,S2-12925728,S2-597532562,S2-65281603,S2-369485231,S2-860079971,S2-107397054,S2-120369605,S2-173453083,S2-182921717,S2-195219793,S2-208866666,S2-210675536,S2-213670246
S1-6381641	S2-116669132,S2-226822895,S2-260085113,S2-275292871,S2-327358953,S2-392688436,S2-42643443,S2-553716394,S2-571132317,S2-576897418,S2-711200321,S2-796765396,S2-797739280,S2-814330180,S2-861414287,S2-87602936,S2-932298572,S2-118263691,S2-365904551,S2-100128288,S2-557028381,S2-810116004,S2-191203958,S2-274887107,S2-314464238,S2-375827490,S2-410232132,S2-440751152,S2-662595608,S2-675348100,S2-797558775,S2-943366859,S2-522319220,S2-77238215,S2-866512142,S2-25679689,S2-28303423,S2-286492661,S2-287977915,S2-31091931
S1-249354768	S2-200895915,S2-132712335,S2-413822422,S2-596791231,S2-774119543,S2-814876053,S2-824657678,S2-863958680,S2-975814955,S2-102677,S2-103397384,S2-107929873,S2-140581550,S2-141789543,S2-147749794,S2-148116189,S2-151628472,S2-158151198,S2-16964085,S2-170993862,S2-172207378,S2-17446939,S2-178243328,S2-178448400,S2-186041583,S2-186256882,S2-18868925,S2-194287484,S2-199693428,S2-208468004,S2-21928602,S2-229570617,S2-232219224,S2-236659402,S2-248578795,S2-256004548,S2-259053443,S2-26081285,S2-2827703,S2-291365171
S1-884751359	S2-253611872,S2-332957565,S2-950955768,S2-581318712,S2-699301561,S2-119428002,S2-13639996,S2-140694796,S2-142086734,S2-158485790,S2-165809100,S2-174868680,S2-185405451,S2-195435490,S2-243618862,S2-253215790,S2-289703780,S2-3028524,S2-32430961,S2-335864524,S2-358510569,S2-364600012,S2-369868688,S2-372013424,S2-409276453,S2-411895789,S2-41583718,S2-419321728,S2-426397038,S2-435504815,S2-437516262,S2-44038583,S2-462160475,S2-469326217,S2-470025676,S2-485768772,S2-487797261,S2-516892088,S2-531085205,S2-537868403
S1-7383499	S2-602449123,S2-225761300,S2-985269649,S2-122109484,S2-392036067,S2-420494817,S2-513774113,S2-632973445,S2-905087284,S2-922574977,S2-933131808,S2-964884603
S1-832983427	S2-282677323,S2-305427278,S2-38310208,S2-494651510,S2-75100863,S2-761759887,S2-782234179,S2-799684632,S2-81148534,S2-303457668,S2-37793685,S2-493583198,S2-615942825,S2-674223031,S2-112171916,S2-129502005,S2-15280146,S2-162252776,S2-175491309,S2-192749727,S2-20026074,S2-248578795,S2-252936153,S2-254355218,S2-28418448,S2-309965376,S2-3213296,S2-327707439,S2-33776943,S2-382846011,S2-394253140,S2-406794851,S2-413820553,S2-426259815,S2-449578781,S2-468081602,S2-472776555,S2-511379,S2-511849529,S2-537844716
